Date,City,Year,Month,Temperature_at_2m,Relative_Humidity_at_2m,Surface_Pressure,Wind_Speed_at_2m,Monthly_Precipitation,Rolling_3Month_Precipitation,SPI_3,Year_Month
1998-01-01,Taif,1998,1,21.225483870967743,54.16612903225807,95.50935483870968,2.8003225806451613,5.17,11.3,-0.0556325074953707,1998-01
1998-02-01,Taif,1998,2,21.500357142857144,42.99821428571429,95.60071428571429,2.6553571428571425,0.0,8.95,0.17537640283265202,1998-02
1998-03-01,Taif,1998,3,24.36774193548387,40.98258064516129,95.34032258064516,3.4351612903225806,14.44,19.61,0.9719772004251421,1998-03
1998-04-01,Taif,1998,4,29.609666666666666,31.58833333333333,95.141,3.264333333333333,3.64,18.08,0.6966249631988939,1998-04
1998-05-01,Taif,1998,5,32.5,25.99290322580645,95.08161290322582,2.7783870967741935,4.01,22.09,0.6866608460913664,1998-05
1998-06-01,Taif,1998,6,34.61033333333333,18.904,94.81133333333334,3.4596666666666662,0.62,8.27,0.06541867740004917,1998-06
1998-07-01,Taif,1998,7,33.839999999999996,26.42032258064516,94.70129032258063,2.993225806451613,0.6200000000000001,5.25,0.2061324161868395,1998-07
1998-08-01,Taif,1998,8,33.653225806451616,38.12935483870968,94.67870967741935,3.11741935483871,1.19,2.43,0.10580176393994153,1998-08
1998-09-01,Taif,1998,9,33.016,35.07066666666666,94.90766666666667,2.751333333333333,0.18,1.99,0.033642436450519245,1998-09
1998-10-01,Taif,1998,10,30.610967741935486,27.925161290322578,95.2158064516129,2.5761290322580646,0.07,1.4400000000000002,-0.35742364254972503,1998-10
1998-11-01,Taif,1998,11,26.342333333333332,40.02166666666667,95.484,2.512,15.65,15.9,0.5106988007937624,1998-11
1998-12-01,Taif,1998,12,24.171612903225807,43.582580645161286,95.5983870967742,2.172258064516129,0.0,15.72,0.303346058523551,1998-12
1999-01-01,Taif,1999,1,21.739032258064515,55.031290322580645,95.4625806451613,2.519032258064516,22.669999999999998,38.32,1.0298644229775844,1999-01
1999-02-01,Taif,1999,2,25.221785714285716,46.10285714285715,95.34678571428572,2.786785714285714,0.0,22.669999999999998,0.9248173405579238,1999-02
1999-03-01,Taif,1999,3,24.666129032258063,36.03741935483871,95.13290322580644,3.1906451612903224,0.06999999999999999,22.739999999999995,1.1220757099372454,1999-03
