City,Date,SPI_3,Temperature_at_2m,Relative_Humidity_at_2m,Surface_Pressure,Wind_Speed_at_2m,Monthly_Precipitation,Actual_Drought,Predicted_Drought,Drought_Probability,Prediction_Label,Actual_Label,Risk_Status
Taif,2022-06-01,0.4890313410848388,35.760666666666665,20.86,94.63766666666668,3.302,0.21,0,0,5.0,No drought,No drought,Normal conditions
Taif,2022-07-01,-0.4535126176817595,33.44064516129033,31.720645161290324,94.63741935483873,3.7161290322580647,0.21,0,0,3.6666666666666665,No drought,No drought,Normal conditions
Taif,2022-08-01,0.8658183724486158,33.134838709677425,42.17,94.68258064516128,3.084838709677419,11.86,0,0,12.0,No drought,No drought,Normal conditions
Taif,2022-09-01,0.9098464981043048,34.20366666666667,26.854666666666667,94.847,2.993333333333333,0.69,0,0,1.6666666666666667,No drought,No drought,Normal conditions
Taif,2022-10-01,0.9308935006265028,30.41032258064516,35.440322580645166,95.24935483870968,2.5745161290322582,5.41,0,0,2.666666666666667,No drought,No drought,Normal conditions
Taif,2022-11-01,1.584132543438537,26.692,54.30133333333333,95.41966666666669,2.4410000000000003,47.62,0,0,3.3333333333333335,No drought,No drought,Normal conditions
Taif,2022-12-01,2.4419407510017708,22.61903225806452,62.983225806451614,95.53387096774196,2.4287096774193544,62.580000000000005,0,0,2.0,No drought,No drought,Normal conditions
Taif,2023-01-01,2.6901803590700224,21.878064516129037,70.77548387096775,95.59870967741936,2.317096774193548,14.27,0,0,1.0,No drought,No drought,Normal conditions
Taif,2023-02-01,2.4058159455662205,22.627857142857145,52.76857142857143,95.5317857142857,2.7292857142857145,0.0,0,0,0.6666666666666667,No drought,No drought,Normal conditions
Taif,2023-03-01,1.360700967731158,25.25935483870968,38.72354838709678,95.25741935483872,2.8932258064516128,14.049999999999995,0,0,4.333333333333334,No drought,No drought,Normal conditions
Taif,2023-04-01,2.09160514456512,28.354333333333333,47.84766666666667,95.08233333333332,3.241,51.18000000000001,0,0,2.0,No drought,No drought,Normal conditions
Taif,2023-05-01,2.2115691083469016,31.94645161290323,33.350967741935484,95.10032258064516,2.6961290322580647,16.95,0,0,2.3333333333333335,No drought,No drought,Normal conditions
Taif,2023-06-01,2.1708348837078177,35.66733333333333,23.358,94.81333333333332,3.3546666666666667,10.83,0,0,4.0,No drought,No drought,Normal conditions
Taif,2023-07-01,1.4581850795241558,36.14612903225807,21.081935483870968,94.69645161290325,3.613870967741936,0.21,0,0,1.6666666666666667,No drought,No drought,Normal conditions
Taif,2023-08-01,1.0784653492590763,35.32806451612903,29.81290322580645,94.78,3.427741935483871,5.9,0,0,4.333333333333334,No drought,No drought,Normal conditions
Taif,2023-09-01,0.8004625536835581,35.79833333333333,25.104666666666667,94.81333333333332,2.7920000000000003,4.57,0,0,2.666666666666667,No drought,No drought,Normal conditions
Taif,2023-10-01,1.107382224423033,31.760322580645163,34.33806451612903,95.26741935483872,2.7496774193548386,11.98,0,0,1.6666666666666667,No drought,No drought,Normal conditions
Taif,2023-11-01,1.4709042163575825,27.401666666666664,56.09366666666666,95.42766666666668,2.366,31.84,0,0,1.6666666666666667,No drought,No drought,Normal conditions
Taif,2023-12-01,1.6757507760395172,24.41483870967742,50.14096774193549,95.56806451612904,2.663870967741935,22.79,0,0,4.666666666666667,No drought,No drought,Normal conditions
Taif,2024-01-01,1.458617393792376,22.74451612903226,54.90741935483872,95.6716129032258,2.2432258064516133,0.41,0,0,7.333333333333333,No drought,No drought,Normal conditions
Taif,2024-02-01,0.986545187348434,22.75586206896552,42.93172413793104,95.56517241379308,2.8548275862068966,0.98,0,0,4.0,No drought,No drought,Normal conditions
Taif,2024-03-01,0.5692869276896705,26.758709677419358,41.42580645161291,95.36193548387097,3.0980645161290323,11.21,0,0,7.666666666666666,No drought,No drought,Normal conditions
Taif,2024-04-01,1.880398045131944,28.922666666666665,40.115,95.06133333333334,2.833333333333333,43.59,0,0,1.0,No drought,No drought,Normal conditions
Taif,2024-05-01,1.9037736327935064,32.497419354838705,28.658709677419356,95.00967741935484,2.8351612903225805,11.43,0,0,4.333333333333334,No drought,No drought,Normal conditions
Taif,2024-06-01,1.851162971517496,36.367333333333335,20.973333333333336,94.677,2.995,7.06,0,0,3.3333333333333335,No drought,No drought,Normal conditions
Taif,2024-07-01,1.088654286985258,34.98612903225806,28.2041935483871,94.72193548387096,3.458709677419354,0.34,0,0,0.6666666666666667,No drought,No drought,Normal conditions
Taif,2024-08-01,2.249638389382678,32.3558064516129,54.26290322580645,94.85451612903223,2.857741935483871,52.43,0,0,5.0,No drought,No drought,Normal conditions
Taif,2024-09-01,2.449810380498681,33.769333333333336,36.569,94.88333333333334,2.8003333333333336,16.5,0,0,2.666666666666667,No drought,No drought,Normal conditions
Taif,2024-10-01,2.9689151017715045,31.464193548387097,40.5258064516129,95.18096774193548,2.4325806451612904,41.32,0,0,2.0,No drought,No drought,Normal conditions
Taif,2024-11-01,1.772971480345615,26.765666666666668,54.09966666666666,95.45766666666668,2.3356666666666666,5.53,0,0,3.0,No drought,No drought,Normal conditions
Taif,2024-12-01,1.291072302197665,24.04774193548387,50.54967741935484,95.6658064516129,2.353225806451613,0.93,0,0,3.6666666666666665,No drought,No drought,Normal conditions
Taif,2025-01-01,-0.417974043672191,20.71,17.44,95.75,2.66,0.0,0,0,4.333333333333334,No drought,No drought,Normal conditions
